id,category
7634,Mergers_Acquisitions
4866,Fraud
7518,Mergers_Acquisitions
9932,Real_Estate
9553,Policy
5029,Fraud
1465,Commodities
7132,Mergers_Acquisitions
5013,Fraud
4685,Fraud
7282,Mergers_Acquisitions
4175,Economy
5698,International_Finance
2980,Economy
7973,Oil
652,Capital
8396,Oil
9652,Policy
6306,Litigation
2633,Earning_Reports
4864,Fraud
2069,Commodities
4246,Economy
5636,International_Finance
6237,Litigation
1559,Commodities
4352,Fraud
3344,Economy
5039,Fraud
1471,Commodities
10051,Real_Estate
7944,Oil
9625,Policy
17,Capital
7588,Mergers_Acquisitions
3169,Economy
8990,Policy
2136,Earning_Reports
8620,Policy
8691,Policy
2442,Earning_Reports
3391,Economy
9475,Policy
123,Capital
5779,International_Finance
5785,International_Finance
5802,International_Finance
5203,International_Finance
2443,Earning_Reports
1132,Commodities
209,Capital
8021,Oil
9237,Policy
2358,Earning_Reports
3818,Economy
9609,Policy
6804,Litigation
7006,Mergers_Acquisitions
842,Mergers_Acquisitions
7585,Mergers_Acquisitions
4917,Fraud
1685,Commodities
7144,Mergers_Acquisitions
4072,Economy
9074,Policy
2844,Earning_Reports
4747,Fraud
970,Capital
4336,Economy
3134,Economy
6522,Litigation
596,Capital
4086,Economy
1005,Capital
5841,International_Finance
3943,Economy
3202,Economy
886,Capital
6126,International_Finance
9734,Real_Estate
6643,Litigation
365,Capital
6651,Litigation
2434,Earning_Reports
9118,Policy
8543,Policy
9868,Real_Estate
6932,Mergers_Acquisitions
2598,Earning_Reports
4414,Fraud
8698,Policy
9568,Policy
3472,Economy
7430,Mergers_Acquisitions
3865,Economy
2549,Earning_Reports
7183,Mergers_Acquisitions
8316,Oil
1174,Commodities
413,Capital
6144,Mergers_Acquisitions
614,Capital
136,Capital
4602,Fraud
132,Capital
1341,Commodities
6325,Litigation
604,Capital
667,Capital
3749,Economy
16,Capital
9315,Policy
7261,Mergers_Acquisitions
4819,Fraud
6752,Litigation
2086,Commodities
5449,International_Finance
5515,International_Finance
1338,Commodities
2620,Earning_Reports
3399,Economy
7577,Mergers_Acquisitions
7661,Mergers_Acquisitions
2803,Earning_Reports
3097,Economy
8547,Policy
9385,Policy
4699,Fraud
7377,Mergers_Acquisitions
3835,Economy
2415,Earning_Reports
4288,Economy
2767,Earning_Reports
4805,Fraud
5600,International_Finance
7760,Oil
9462,Policy
4445,Fraud
8565,Policy
2509,Earning_Reports
1864,Commodities
4279,Economy
6895,Mergers_Acquisitions
3845,Economy
9231,Policy
8332,Oil
5875,International_Finance
3382,Economy
7534,Mergers_Acquisitions
7613,Mergers_Acquisitions
10004,Real_Estate
1748,Real_Estate
7609,Mergers_Acquisitions
4500,Fraud
5470,International_Finance
2881,Earning_Reports
3729,Economy
6996,Mergers_Acquisitions
158,Capital
7591,Mergers_Acquisitions
2154,Earning_Reports
4265,Economy
7032,Mergers_Acquisitions
2877,Earning_Reports
191,Capital
6524,Litigation
207,Capital
7255,Mergers_Acquisitions
3947,Economy
2581,Policy
6193,Litigation
6442,Litigation
8072,Oil
9185,Policy
7325,Mergers_Acquisitions
8917,Economy
557,Capital
6642,Litigation
107,Capital
1604,Commodities
5129,Economy
8034,Oil
6727,Litigation
3894,Economy
4553,Fraud
5112,International_Finance
6119,International_Finance
50,Capital
2799,Earning_Reports
634,Capital
9861,Real_Estate
5451,International_Finance
764,Capital
1964,Commodities
4776,Fraud
926,Capital
4032,Economy
6356,Litigation
6027,International_Finance
8720,Policy
8104,Oil
275,Capital
784,Capital
7611,Real_Estate
1903,Commodities
3557,Economy
8090,Oil
8051,Oil
2491,Earning_Reports
6104,International_Finance
162,Mergers_Acquisitions
8234,Oil
5102,International_Finance
9106,Policy
9195,Policy
8598,Policy
3349,Economy
2525,Earning_Reports
2906,Earning_Reports
1534,Commodities
9461,Policy
5259,International_Finance
8520,Policy
7005,Mergers_Acquisitions
6939,Oil
5979,International_Finance
7536,Mergers_Acquisitions
5862,International_Finance
9522,Policy
7495,Mergers_Acquisitions
3136,Economy
5798,International_Finance
8896,Policy
5612,International_Finance
6412,Litigation
8795,Policy
5419,International_Finance
706,Capital
8779,Policy
1582,Commodities
4225,Economy
8256,Oil
8476,Oil
9946,Real_Estate
531,Capital
2641,Earning_Reports
1676,Commodities
3104,Economy
4879,Fraud
3842,Economy
2606,Earning_Reports
5614,International_Finance
585,Capital
8142,Oil
8496,Oil
3587,Economy
5489,International_Finance
623,Capital
2438,Earning_Reports
544,Capital
5392,International_Finance
9443,Policy
5839,International_Finance
9620,Economy
5953,International_Finance
10046,Real_Estate
5753,International_Finance
6747,Litigation
2739,Earning_Reports
5677,International_Finance
5333,International_Finance
511,Capital
2785,Earning_Reports
8982,Litigation
3507,Economy
1946,Commodities
1417,Commodities
7146,Mergers_Acquisitions
9621,Policy
5737,International_Finance
6435,Litigation
3776,Economy
7077,Mergers_Acquisitions
3456,Economy
3436,Economy
6818,Mergers_Acquisitions
4562,Fraud
4765,International_Finance
8810,Policy
3526,Economy
7736,Oil
3124,Economy
8266,Oil
6553,Litigation
3452,Economy
3561,Economy
7793,Oil
7803,Oil
6978,Mergers_Acquisitions
6867,Mergers_Acquisitions
7326,Mergers_Acquisitions
8353,Oil
6324,Litigation
4314,Economy
1681,Commodities
6242,Litigation
2013,Commodities
1629,Commodities
4286,Economy
1325,Commodities
9392,Policy
2176,Earning_Reports
9198,Policy
7452,Mergers_Acquisitions
7100,Mergers_Acquisitions
2572,Earning_Reports
4361,Fraud
4376,Fraud
928,Capital
4564,Fraud
5008,Fraud
7036,Mergers_Acquisitions
8749,Policy
3088,Economy
5362,International_Finance
8026,Oil
7166,Mergers_Acquisitions
9572,Policy
3300,Economy
2952,Economy
1754,Commodities
9612,Policy
9887,Real_Estate
1150,Commodities
5136,International_Finance
6534,Litigation
4106,Economy
7003,Mergers_Acquisitions
372,Capital
9997,Real_Estate
1505,Commodities
3963,Economy
6072,International_Finance
5350,International_Finance
4239,Economy
3802,Economy
624,Capital
2542,Earning_Reports
737,Capital
6170,Litigation
3716,Economy
2272,Earning_Reports
9076,Policy
649,Capital
1957,Commodities
8913,Policy
4606,Fraud
9138,Policy
2051,Commodities
3508,Economy
9360,Policy
9751,Real_Estate
4278,Economy
2259,Earning_Reports
7322,Mergers_Acquisitions
9967,Real_Estate
2971,Economy
6778,Litigation
9245,Policy
8245,Oil
9701,Real_Estate
2079,Commodities
8404,Oil
9127,Policy
552,Capital
7516,Mergers_Acquisitions
1959,Commodities
2817,Earning_Reports
6732,Litigation
6352,Litigation
6275,Litigation
7665,Mergers_Acquisitions
7752,Oil
6596,Litigation
5948,International_Finance
1838,Commodities
7622,Mergers_Acquisitions
9274,International_Finance
8079,Oil
5168,International_Finance
2737,Earning_Reports
1367,Commodities
2532,Earning_Reports
6454,Litigation
2483,Earning_Reports
4298,Economy
8082,Oil
6780,Litigation
5229,International_Finance
112,Capital
8613,Policy
5284,International_Finance
8456,Oil
1800,Commodities
4011,Economy
71,Capital
8478,Oil
7547,Mergers_Acquisitions
3958,Economy
5395,International_Finance
7582,Mergers_Acquisitions
1393,Commodities
9162,Policy
7461,Mergers_Acquisitions
8031,Oil
8839,Policy
3675,Economy
3757,Economy
2436,Earning_Reports
442,Capital
2048,Commodities
9968,Real_Estate
7856,Oil
4132,Economy
7985,Oil
5267,International_Finance
5763,International_Finance
4257,Economy
665,Capital
4156,Economy
3098,Economy
434,Capital
7550,Mergers_Acquisitions
7120,Mergers_Acquisitions
8952,Policy
8242,Oil
2066,Commodities
3825,Economy
9549,Fraud
3246,Economy
5076,Fraud
4597,Fraud
8467,Oil
8596,Policy
2391,Earning_Reports
5444,International_Finance
8573,Earning_Reports
8161,Oil
4408,Fraud
3888,Economy
3241,Economy
2267,Earning_Reports
2375,Earning_Reports
7858,Oil
8151,Oil
7414,Mergers_Acquisitions
941,Capital
2499,Earning_Reports
2318,Earning_Reports
8191,Oil
2674,Economy
4397,Fraud
1180,Commodities
4952,Fraud
370,Capital
1620,Economy
7050,Mergers_Acquisitions
6438,Litigation
2937,Economy
5337,International_Finance
4808,Fraud
54,Capital
2302,Earning_Reports
4820,Fraud
7925,Oil
394,Capital
383,Capital
5660,International_Finance
6845,Mergers_Acquisitions
2270,Policy
10034,Real_Estate
5099,International_Finance
4793,Fraud
6012,International_Finance
1619,Commodities
9972,Real_Estate
4528,Fraud
2490,Earning_Reports
2064,Commodities
8726,Policy
8360,Oil
9540,Policy
106,Capital
5120,International_Finance
9458,Policy
9862,Real_Estate
4448,Fraud
5253,International_Finance
8730,Policy
1714,Commodities
6046,International_Finance
1635,Commodities
8807,Policy
5514,International_Finance
9030,Policy
9100,Policy
8488,Oil
3501,Economy
5178,International_Finance
1938,Commodities
6930,Mergers_Acquisitions
1073,Capital
6090,International_Finance
2639,Earning_Reports
4634,Fraud
1410,Commodities
3269,Economy
9494,Policy
7066,Mergers_Acquisitions
7756,Oil
4234,Economy
2101,Earning_Reports
2329,Earning_Reports
7370,Mergers_Acquisitions
1821,Commodities
1810,Commodities
2260,Earning_Reports
61,Capital
8411,Oil
2352,Earning_Reports
6810,Litigation
2211,Earning_Reports
3039,Economy
298,Capital
1933,Commodities
3563,Economy
1261,Commodities
4015,Economy
2456,Earning_Reports
5803,International_Finance
7010,Mergers_Acquisitions
5576,International_Finance
8755,Policy
3512,Economy
5709,International_Finance
7629,Mergers_Acquisitions
5830,International_Finance
3157,Economy
2540,Earning_Reports
8139,Oil
4490,Fraud
8854,Policy
4542,Fraud
8757,Policy
9965,Real_Estate
3695,Economy
1380,Commodities
8147,Oil
8078,Oil
4994,Fraud
6555,Litigation
9767,Real_Estate
8876,Policy
3936,Economy
2882,Earning_Reports
4630,Fraud
3370,Economy
735,Litigation
6302,Litigation
1865,Commodities
2233,Earning_Reports
116,Capital
8184,Oil
9886,Real_Estate
6695,Litigation
5501,International_Finance
7410,Mergers_Acquisitions
4551,Fraud
6595,Litigation
8660,Policy
9627,Policy
1693,Commodities
716,Capital
1075,Commodities
3445,Economy
2880,Earning_Reports
6418,Litigation
9511,Policy
2580,Earning_Reports
3677,Economy
4307,Economy
8014,Oil
8062,Oil
4077,Economy
9958,Real_Estate
5252,International_Finance
5575,International_Finance
4878,Fraud
6855,Mergers_Acquisitions
6190,Litigation
1059,Capital
7576,Mergers_Acquisitions
2924,Earning_Reports
3647,Economy
5831,Capital
279,Capital
9254,Policy
2126,Earning_Reports
1880,Commodities
7384,Mergers_Acquisitions
9899,Real_Estate
3719,Economy
9658,Policy
3780,Economy
7648,Mergers_Acquisitions
5657,International_Finance
9253,Policy
3511,Economy
5876,International_Finance
2333,Earning_Reports
8393,Oil
469,Capital
1266,Commodities
9189,Policy
3422,Economy
6128,International_Finance
933,Capital
7479,Mergers_Acquisitions
9371,Policy
1625,Commodities
956,Capital
4997,Fraud
6663,Litigation
2989,Economy
9078,Policy
4825,Fraud
900,Capital
4117,Economy
25,Capital
1514,Commodities
872,Capital
5846,International_Finance
2044,Commodities
5766,International_Finance
3723,Economy
6322,Litigation
866,Capital
6699,Litigation
4402,Fraud
6974,Mergers_Acquisitions
5544,International_Finance
7750,Oil
3737,Economy
2780,Earning_Reports
2096,Commodities
8950,Policy
2748,Earning_Reports
4112,Economy
5297,International_Finance
2584,Earning_Reports
8084,Oil
3048,Economy
77,Capital
5508,International_Finance
333,Capital
7045,Mergers_Acquisitions
3099,Economy
8003,Oil
1137,Commodities
7252,Mergers_Acquisitions
8105,Oil
3954,Economy
1140,Commodities
3379,Economy
1896,Commodities
1409,Commodities
186,Capital
7105,Capital
2795,Earning_Reports
5541,International_Finance
7254,Mergers_Acquisitions
5611,International_Finance
8529,Policy
1772,Commodities
3864,Economy
6110,International_Finance
6291,Litigation
2941,Economy
6333,Litigation
1856,Commodities
9700,Real_Estate
5071,International_Finance
981,Capital
5654,International_Finance
2966,Economy
2909,Earning_Reports
8583,Policy
3773,Economy
688,Capital
5343,International_Finance
6286,Litigation
3510,Economy
2666,Earning_Reports
2102,Earning_Reports
7967,Oil
5936,International_Finance
1594,Commodities
5357,International_Finance
5077,Fraud
8637,Policy
7034,Mergers_Acquisitions
4409,Fraud
1188,Commodities
8175,Oil
2144,Earning_Reports
4260,Economy
6069,International_Finance
2787,Earning_Reports
4633,Fraud
9791,Real_Estate
4300,Economy
3466,Economy
940,Capital
5943,International_Finance
7126,Mergers_Acquisitions
6113,International_Finance
525,Capital
9845,Real_Estate
5801,International_Finance
3960,Economy
2109,Earning_Reports
4944,Fraud
2965,Economy
8390,Oil
8501,Oil
8303,Oil
3483,Economy
2604,Earning_Reports
9912,Real_Estate
3112,Economy
6071,International_Finance
3343,Economy
1727,Commodities
3026,Economy
2665,Earning_Reports
8712,Policy
3840,Economy
5186,International_Finance
439,Capital
6289,Litigation
6722,Litigation
912,Capital
4923,Fraud
6797,Litigation
4474,Fraud
4695,Fraud
4873,Fraud
9318,Policy
9387,Policy
4319,Economy
8971,Policy
5663,International_Finance
2487,Earning_Reports
9437,Policy
9914,Real_Estate
3252,Economy
1972,Commodities
4903,Fraud
3133,Economy
1907,Commodities
7618,Mergers_Acquisitions
7412,Mergers_Acquisitions
7556,Mergers_Acquisitions
6044,International_Finance
6429,Litigation
2158,Earning_Reports
3891,Economy
334,Capital
8114,Oil
3817,Economy
1997,Commodities
8656,Policy
1408,Commodities
3231,Economy
7753,Oil
1307,Commodities
5111,International_Finance
1845,Commodities
5043,Fraud
7883,Oil
1875,Economy
5242,International_Finance
9924,Real_Estate
4898,Fraud
8991,Policy
5650,International_Finance
2104,Earning_Reports
2567,Earning_Reports
7394,Mergers_Acquisitions
5540,International_Finance
8572,Policy
6334,Litigation
9009,Policy
254,Capital
450,Capital
1862,Commodities
4054,Economy
8833,Policy
9991,Real_Estate
1454,Commodities
9153,Policy
1293,Commodities
8395,Oil
6083,International_Finance
7874,Oil
4671,Fraud
3639,Economy
2497,Earning_Reports
7468,Mergers_Acquisitions
7330,Mergers_Acquisitions
8258,Oil
7262,Mergers_Acquisitions
6249,Litigation
4689,Fraud
8579,Policy
2920,Earning_Reports
3366,Economy
8594,Policy
7095,Mergers_Acquisitions
9707,Real_Estate
8170,Oil
734,Capital
2526,Earning_Reports
4737,Fraud
4823,Fraud
2349,Earning_Reports
9340,Policy
1719,Earning_Reports
971,Capital
9229,Policy
6370,Litigation
9979,Real_Estate
2234,Mergers_Acquisitions
8668,Policy
8759,Policy
4201,Economy
3448,Economy
9136,Policy
9794,Real_Estate
8008,Oil
8331,Oil
8953,Policy
1924,Commodities
3290,Economy
5744,International_Finance
31,Capital
8491,Oil
3142,Economy
7159,Mergers_Acquisitions
2128,Earning_Reports
6979,Mergers_Acquisitions
9075,Policy
3559,Economy
3543,Economy
6737,Economy
1183,Commodities
849,Capital
8504,Policy
2153,Earning_Reports
2354,Earning_Reports
5422,International_Finance
8821,Policy
5935,International_Finance
8308,Oil
3119,Economy
3376,Economy
4723,Fraud
6313,Litigation
9603,Policy
6609,Litigation
547,Capital
4924,Fraud
7996,Oil
8350,Oil
2943,Economy
3009,Economy
3667,Economy
163,Capital
1960,Commodities
10022,Real_Estate
8493,Oil
2519,Economy
3922,Economy
8212,Oil
5170,International_Finance
4359,Fraud
7928,Oil
1056,Capital
2103,Earning_Reports
6794,Litigation
8862,Policy
1680,Commodities
3601,Economy
1738,Commodities
5882,International_Finance
1691,Commodities
9090,Policy
3462,Economy
9259,Policy
750,International_Finance
6859,Mergers_Acquisitions
3982,Economy
2863,Earning_Reports
5485,International_Finance
3790,Economy
5262,International_Finance
5578,International_Finance
1468,Commodities
1111,Commodities
8293,Oil
3488,Economy
4921,Fraud
539,Capital
173,Capital
4459,Fraud
1194,Commodities
8423,Oil
6917,Mergers_Acquisitions
2134,Earning_Reports
4512,International_Finance
2141,Earning_Reports
7959,Oil
7065,Mergers_Acquisitions
4850,Fraud
5835,International_Finance
6393,Litigation
9559,Policy
1710,Economy
1557,Commodities
3509,Economy
2193,Earning_Reports
5467,International_Finance
825,Capital
9939,Real_Estate
4118,Economy
485,Capital
1196,Oil
6060,International_Finance
1009,Capital
1239,Commodities
9743,Real_Estate
7009,Mergers_Acquisitions
9486,Policy
5126,Oil
6320,Litigation
3414,Economy
3463,Capital
2035,Commodities
1926,Commodities
4101,Economy
6753,Litigation
2034,Commodities
6545,Litigation
2671,Earning_Reports
7315,Mergers_Acquisitions
3459,Economy
268,Capital
9262,Policy
1373,Commodities
3712,Economy
8762,Policy
7564,Mergers_Acquisitions
493,Capital
5869,International_Finance
475,Capital
4531,Fraud
4557,Fraud
7616,Mergers_Acquisitions
4187,Economy
990,Capital
7569,Mergers_Acquisitions
6328,Litigation
6680,Litigation
8926,Policy
1569,Commodities
8349,Oil
1439,Commodities
6931,Mergers_Acquisitions
3078,Economy
2323,Earning_Reports
4328,Economy
7208,Mergers_Acquisitions
5414,International_Finance
9309,Policy
6256,Litigation
6592,Litigation
7323,Mergers_Acquisitions
1543,Economy
9928,Real_Estate
4140,Economy
1495,Economy
4942,Fraud
6852,Mergers_Acquisitions
3868,Economy
7469,Mergers_Acquisitions
2271,Earning_Reports
1363,Commodities
5038,Fraud
7817,Oil
591,Capital
7221,Mergers_Acquisitions
3881,Economy
8957,Policy
5418,International_Finance
7768,Oil
9526,Policy
483,Capital
6340,Litigation
3703,Economy
3650,Economy
2591,Earning_Reports
1793,Commodities
9413,Policy
49,Capital
3768,Economy
5826,International_Finance
10002,Real_Estate
8858,Policy
6971,Mergers_Acquisitions
4094,Economy
3920,Economy
1170,Commodities
7871,Oil
9676,Real_Estate
8999,Policy
2218,Earning_Reports
7359,Mergers_Acquisitions
1270,Commodities
2840,Earning_Reports
7731,Oil
1008,Capital
4157,Economy
1015,Capital
5922,International_Finance
9915,Real_Estate
5919,International_Finance
7980,Oil
5263,International_Finance
1503,Commodities
876,Capital
1613,Commodities
2222,Earning_Reports
2777,Earning_Reports
4131,Economy
1051,Capital
5554,International_Finance
1421,Commodities
2296,Earning_Reports
992,Economy
2747,Earning_Reports
7984,Oil
3341,Economy
213,Capital
5019,Fraud
1925,Commodities
6405,Litigation
5925,International_Finance
7226,Mergers_Acquisitions
1736,International_Finance
2484,Earning_Reports
8468,Oil
7947,Oil
7737,Economy
2557,Earning_Reports
7245,Mergers_Acquisitions
2028,Commodities
3353,Economy
6875,Mergers_Acquisitions
9663,Policy
8835,Policy
8585,Policy
7503,Mergers_Acquisitions
6051,International_Finance
1322,Commodities
799,Capital
8213,Oil
9380,Policy
9282,Policy
7037,Mergers_Acquisitions
174,Capital
8665,Policy
3831,Economy
6620,Litigation
7873,Oil
8642,Capital
9567,Policy
2559,Earning_Reports
2613,Earning_Reports
8659,Policy
2876,Earning_Reports
5187,International_Finance
2719,Earning_Reports
3043,Economy
8667,Policy
9508,Policy
8482,Oil
635,Capital
8653,Policy
6472,Litigation
3095,Economy
9749,Real_Estate
9452,Policy
5738,International_Finance
8121,Oil
3378,Economy
5289,International_Finance
653,Capital
2948,Economy
1822,Commodities
7570,Mergers_Acquisitions
5995,International_Finance
6744,Litigation
7773,Oil
2351,Earning_Reports
4995,Fraud
2097,Earning_Reports
6763,Litigation
6535,Litigation
1138,Commodities
5750,International_Finance
2855,Earning_Reports
3258,Economy
2823,Earning_Reports
8066,Oil
1805,Commodities
6112,International_Finance
4835,Fraud
5302,International_Finance
272,Capital
9980,Real_Estate
291,Capital
6033,International_Finance
1510,Commodities
3839,Economy
4700,Fraud
937,Capital
4216,Economy
4285,Economy
8049,Oil
8600,Policy
8886,Policy
4272,Economy
633,Capital
7176,Mergers_Acquisitions
8098,Oil
5364,International_Finance
3367,Economy
6567,Litigation
3751,Economy
3654,Economy
5490,International_Finance
8372,Oil
5918,International_Finance
306,Mergers_Acquisitions
543,Capital
8109,Oil
2793,Earning_Reports
3408,Real_Estate
655,Capital
2266,Earning_Reports
1790,Commodities
6161,Litigation
139,Capital
9492,Policy
5032,Fraud
2192,Earning_Reports
4098,Economy
5686,International_Finance
4513,Fraud
100,Capital
9585,Policy
6892,Mergers_Acquisitions
6179,Litigation
9426,Policy
1775,Commodities
625,Capital
8903,Policy
7920,Oil
575,Capital
7915,Oil
43,Policy
1226,Commodities
4715,Fraud
7709,Policy
3145,Economy
1304,Commodities
430,Capital
9673,Policy
1731,Commodities
2112,Earning_Reports
8574,Policy
3279,Economy
7264,Mergers_Acquisitions
2297,Earning_Reports
5026,Fraud
3074,Economy
2038,Commodities
8516,Policy
336,Capital
7493,Mergers_Acquisitions
7989,Oil
8513,Policy
8220,Oil
3172,Economy
4309,Economy
4590,Litigation
7387,Mergers_Acquisitions
1914,Commodities
4419,Fraud
5398,International_Finance
4088,Economy
5247,International_Finance
3233,Economy
6865,Mergers_Acquisitions
4148,Economy
9465,Policy
226,Capital
5929,International_Finance
4464,Fraud
4578,Fraud
5342,International_Finance
9901,Real_Estate
7470,Mergers_Acquisitions
4325,Economy
2046,Commodities
8276,Oil
8606,Policy
3093,Economy
1965,Commodities
1086,Commodities
9913,Capital
4358,Fraud
3898,Economy
2225,Earning_Reports
7525,Mergers_Acquisitions
7138,Mergers_Acquisitions
752,Mergers_Acquisitions
1494,Commodities
7028,Mergers_Acquisitions
2668,Earning_Reports
8215,Oil
4050,Economy
2015,Commodities
2721,Earning_Reports
7715,Oil
8327,Oil
65,Capital
6754,Litigation
6407,Litigation
6885,Mergers_Acquisitions
9096,Commodities
1182,Commodities
8223,Oil
9182,Earning_Reports
9133,Policy
9247,Policy
4304,Economy
537,Capital
4373,Fraud
7656,Mergers_Acquisitions
5621,International_Finance
8407,Oil
5275,International_Finance
7051,Mergers_Acquisitions
3024,Economy
5174,International_Finance
7253,Mergers_Acquisitions
4596,Commodities
3698,Economy
1711,Commodities
2342,Earning_Reports
7059,Mergers_Acquisitions
6918,Mergers_Acquisitions
5500,International_Finance
1041,Capital
5005,Fraud
7,Capital
8388,Oil
6943,Mergers_Acquisitions
5303,International_Finance
9833,Real_Estate
9114,Policy
1778,Commodities
5616,International_Finance
6280,Litigation
2742,Earning_Reports
4475,Fraud
1807,Commodities
1123,Commodities
1485,Commodities
3843,Economy
1826,Commodities
3461,Economy
3918,Economy
5873,International_Finance
7275,Mergers_Acquisitions
2810,Earning_Reports
5886,International_Finance
2219,Earning_Reports
3158,Economy
92,Capital
7134,Mergers_Acquisitions
5711,International_Finance
4503,Fraud
9704,Real_Estate
8519,Policy
1558,Commodities
3626,Economy
5811,International_Finance
8376,Oil
443,Capital
4883,Fraud
6913,Mergers_Acquisitions
3973,Economy
7328,Mergers_Acquisitions
7927,Oil
9104,Policy
5369,International_Finance
9047,Policy
1770,Commodities
6323,Litigation
8586,Policy
2247,Earning_Reports
7955,Oil
5799,International_Finance
5341,International_Finance
2901,Earning_Reports
4501,Fraud
4404,Fraud
5328,International_Finance
7520,Mergers_Acquisitions
4791,Fraud
8279,Oil
2874,Earning_Reports
7562,Mergers_Acquisitions
3696,Economy
1431,Commodities
446,Capital
8518,Policy
5546,International_Finance
6162,Litigation
2374,Earning_Reports
7932,Oil
1831,Commodities
1659,Commodities
3653,Economy
1129,Commodities
6843,Mergers_Acquisitions
5183,International_Finance
1333,Commodities
9547,Policy
581,Capital
6910,Mergers_Acquisitions
3542,Economy
1390,Commodities
9817,Real_Estate
8254,Oil
3201,Economy
10020,Real_Estate
4885,Fraud
8890,Policy
7559,Capital
262,Capital
7474,Mergers_Acquisitions
